PO Requestor WWID,SC Number,PO Number,PO Date,PO Validity End Date,PO Net Amt $,PO Supplier Name,PO Supplier ID
G2249938,548945,6791762816,2021-02-21,2021-06-20,14425,XUSKlsDrebHHDnB,5760
A0850010,548945,6791762816,2021-01-13,2021-04-26,3954,MrieEcviADamDKe,4290
G6309902,548945,6791762816,2021-03-03,2021-03-04,6563,EQGIeanFnKAbrAx,9384
B1459663,548945,6791762816,2021-02-05,2021-06-01,6276,pJNXYwgzgraYVkZ,4788
A5500466,548945,6791762816,2021-03-21,2021-06-07,13933,urmjZnelilIChwz,1916
A2083037,548945,6791762816,2021-02-14,2021-03-17,5676,MibhkrQTLKQDHSw,1172
B1711872,548945,6791762816,2021-01-21,2021-03-04,14324,nuTvVfjYoKKHdkB,6432
B4077014,548945,6791762816,2021-02-16,2021-05-31,1415,rnHaNbdwNChKanZ,5152
G3125424,548945,6791762816,2021-03-03,2021-06-09,14413,BjSVkjTQwVeoByo,9953
B5113845,548945,6791762816,2021-01-28,2021-04-19,13418,qzzdpRBPxCjEfIn,4490
G9885377,548945,6791762816,2021-01-08,2021-02-24,3852,pRfHWmdXGkRyPIB,8594
G9169804,548945,6791762816,2021-01-09,2021-01-29,14816,QjkAvxMpFOKjaXV,1690
B7645611,548945,6791762816,2021-02-13,2021-05-25,9841,zvuABdDVnoDbJQZ,3789
A7616718,548945,6791762816,2021-01-14,2021-02-10,8565,tPXWcgXqeSoVTQM,6964
A8556073,548945,6791762816,2021-03-19,2021-05-07,5210,uwGPqzVkmrMYeMt,3787
A6834504,548945,6791762816,2021-02-24,2021-06-17,5974,jwoaDfvmWZPxHin,4603
G1619912,548945,6791762816,2021-02-02,2021-04-08,3544,cXtAGhYOLGiPxVj,2050
B6515565,548945,6791762816,2021-02-16,2021-03-18,13875,zIGqqfjYnkRcRFj,6704
A7045494,548945,6791762816,2021-01-24,2021-05-17,4940,lpwPPgnIDjSYnHg,7668
B7808028,548945,6791762816,2021-03-26,2021-06-30,13781,AglCrKYxdwOjXlV,3097
B6436420,548945,6791762816,2021-02-25,2021-04-15,11683,PsEQfAUvVPmNyyT,7387
A9282078,548945,6791762816,2021-02-25,2021-06-08,2446,CIWkzbrKDyQMTbR,1623
G4495070,548945,6791762816,2021-02-18,2021-05-03,14598,CGUWOtVzWlDaPKf,5965
G3512902,548945,6791762816,2021-02-28,2021-03-24,7798,drcMAtZdbFhjPHq,1202
A0292805,548945,6791762816,2021-03-22,2021-07-15,8988,HQPvONiEbcELBNw,3166
B1271022,548945,6791762816,2021-01-12,2021-05-08,6960,CLuAffKnXQqXiPv,2426
A5712301,548945,6791762816,2021-02-21,2021-03-22,14928,euZclGnxleHHPIx,4224
A9565036,548945,6791762816,2021-03-24,2021-04-23,4662,cjntBmXJXrcOTAk,9995
B6721190,548945,6791762816,2021-01-12,2021-01-20,12148,UfppNVKmHTINyqD,9636
B3476938,548945,6791762816,2021-02-25,2021-05-31,4625,BlMTaGiahHJnXKb,2637
G3083840,548945,6791762816,2021-01-02,2021-01-27,1435,haSOyluGkOKTCVM,8409
A1093343,548945,6791762816,2021-03-13,2021-05-12,3604,nSIYaeBKCAHvEGn,1783
G7289338,548945,6791762816,2021-03-18,2021-05-13,10324,GUchGknOQwYhtfQ,6091
B5580456,548945,6791762816,2021-01-22,2021-04-26,1413,tqeldGkhMtpYFYj,9514
B0226732,548945,6791762816,2021-03-24,2021-04-09,3928,ZZdqJQClTsEleSX,2857
G4499997,548945,6791762816,2021-01-05,2021-01-29,3437,LgBkAUAFfXApQrJ,8001
B9656029,548945,6791762816,2021-03-10,2021-06-27,12006,AuSjpQPqjjRzFQW,7697
B2490338,548945,6791762816,2021-02-23,2021-03-06,14960,LpDTYefKFrjokDj,5783
B5689821,548945,6791762816,2021-01-05,2021-03-24,14520,PyEbevovZxcHjKf,4945
B5497590,548945,6791762816,2021-02-04,2021-04-28,12210,TVTcutSudMdgLKJ,9839
A6823757,548945,6791762816,2021-02-26,2021-04-11,13123,iBXpKtfOEWsUudP,9214
G9679673,548945,6791762816,2021-02-10,2021-05-28,1011,PIMfsAryZznrrGk,4886
G3635619,548945,6791762816,2021-02-27,2021-03-22,13575,OuTYaMlRUdkuXed,9031
A2118353,548945,6791762816,2021-02-17,2021-05-26,3085,VMQLNmSodJJaQhk,8811
B8062369,548945,6791762816,2021-01-30,2021-05-23,3610,pyVMWKnpqkHNJkS,8377
A9646773,548945,6791762816,2021-02-26,2021-04-19,12144,bIelJlxJvQZYQsa,3282
A8191183,548945,6791762816,2021-03-03,2021-05-13,14108,slqaQBHMGOhFBeI,7531
B1459663,548945,6791762816,2021-03-28,2021-04-27,1771,gDbtkjbYyvDFbKS,6194
B5209549,548945,6791762816,2021-01-22,2021-04-23,5349,CFvoPAxWEaxdiUH,2919
G9602439,548945,6791762816,2021-02-24,2021-06-12,13264,ciAhtESeAQpfYQp,1531
G2656784,548945,6791762816,2021-01-11,2021-03-22,8223,BRskRueFQGVwzyC,8203
B0078575,548945,6791762816,2021-01-28,2021-05-24,13316,DHlNIDBZGhDpKGw,4632
B8032571,548945,6791762816,2021-03-28,2021-05-15,8309,KdCAweVDvgtzicA,6458
G7512182,548945,6791762816,2021-02-06,2021-03-17,12034,VDKHIqeZuyfDTmC,2825
G6254089,548945,6791762816,2021-03-05,2021-06-03,4599,ZljQgGlhGWwSacb,1542
G5771884,548945,6791762816,2021-01-24,2021-03-27,14367,GOJUNLbxlkNaLCt,9807
B3567853,548945,6791762816,2021-01-22,2021-02-18,1015,eHHwXwslCvAIsPD,7116
A7258075,548945,6791762816,2021-03-19,2021-03-20,1517,iVYoleBJFmNibnW,4315
B6342316,548945,6791762816,2021-03-23,2021-04-05,12049,bBSWJFedCioEmpX,4014
A4967946,548945,6791762816,2021-02-22,2021-05-19,2175,ZOnsRdVkDLmNdoo,3660
A4084510,548945,6791762816,2021-01-10,2021-05-06,13235,KxvajzxEbuqJxjX,1932
G6403284,548945,6791762816,2021-03-01,2021-05-27,10931,EDHprwmvUFRZUOs,3500
A5043737,548945,6791762816,2021-03-19,2021-05-31,13512,DFSUuwKPNfyBtKT,4873
B3436576,548945,6791762816,2021-02-22,2021-05-23,3759,XIFYQNDyCtGMvEF,9653
B7995299,548945,6791762816,2021-01-07,2021-04-27,12786,azigeOGTJfBGajn,3370
A7483162,548945,6791762816,2021-01-14,2021-02-28,1625,uzErGcKZXcDpHAH,8571
A3258355,548945,6791762816,2021-02-15,2021-03-10,12651,UspAMMUIshCWLHY,9791
G9350088,548945,6791762816,2021-01-23,2021-05-09,14456,iajcaBKWIPWowKb,6769
A0721432,548945,6791762816,2021-01-10,2021-02-02,13484,hfWCZjtFbxkGbtP,6500
G3393050,548945,6791762816,2021-03-04,2021-06-02,7443,oebuSXdrIfHspfV,5612
B1700137,548945,6791762816,2021-02-14,2021-04-20,8212,BLattfXgbFhHeXE,4976
G7153443,548945,6791762816,2021-01-29,2021-04-04,13403,roVgpiLXwvxLFQn,2967
A0548863,548945,6791762816,2021-01-05,2021-03-29,13732,VHUOTXbaRVDNNLH,2124
G7642611,548945,6791762816,2021-03-29,2021-04-11,8184,MxHlRwvgNPyvkbM,4208
B9107137,548945,6791762816,2021-01-18,2021-04-11,14857,ICwgTiZPnpfbsYl,4254
G1373876,548945,6791762816,2021-03-04,2021-04-10,8465,QGoFcARZNwhhxzX,7687
G8522832,548945,6791762816,2021-03-28,2021-06-02,6533,CAGlRErAnvXNIiL,2964
A7712835,548945,6791762816,2021-01-12,2021-05-05,3740,ododkltnxAWKJxq,6822
G7556951,548945,6791762816,2021-03-29,2021-05-09,1497,LGWMClXTYTVarTj,3137
G9422754,548945,6791762816,2021-02-26,2021-04-28,8939,wOwCorjdfqiKAFu,7132
A2024856,548945,6791762816,2021-03-07,2021-04-07,14147,GATNmEVIEUVlvHI,9172
B0656940,548945,6791762816,2021-03-28,2021-05-29,7276,waELWgnWYEcvwnS,8964
A0401485,548945,6791762816,2021-01-09,2021-03-01,6806,nnWEmwjqmWjFrHo,3492
A9904808,548945,6791762816,2021-01-03,2021-01-17,8503,fRnQHztfgsKHlEN,1826
A0062200,548945,6791762816,2021-03-16,2021-07-12,7747,SSjaqzKggTVBTDR,4383
B9213415,548945,6791762816,2021-01-14,2021-03-05,1203,IUthqSetfektWSH,5641
B4314980,548945,6791762816,2021-01-22,2021-04-14,11362,fZQXtJfHNiKtXzp,5416
B2461235,548945,6791762816,2021-02-26,2021-04-19,8920,EEaWlBsmxPmwxOh,7522
B1619949,548945,6791762816,2021-03-23,2021-05-22,5539,OmnZOwipkAEolww,3918
G7250122,548945,6791762816,2021-03-14,2021-05-26,10217,gMYzWEcjXTuAUyI,4800
B2911697,548945,6791762816,2021-02-04,2021-02-21,3925,mRKgyByciBQRRmM,3731
G2971951,548945,6791762816,2021-03-01,2021-04-05,12345,GbExRMIJSecQnVs,9844
G1110434,548945,6791762816,2021-03-24,2021-04-20,6987,gFHqrwxZZvTsliy,3224
B2243743,548945,6791762816,2021-01-15,2021-02-12,13426,gPfZZBIdfIrXZii,2775
B2848814,548945,6791762816,2021-02-11,2021-03-29,4655,ytSUYuDfZegZfqU,2875
G3517014,548945,6791762816,2021-02-14,2021-05-13,6954,UtgSvXKftIuImWr,7942
B3537671,548945,6791762816,2021-03-01,2021-05-27,3742,GFrBalomMAvQYVe,7132
G4778377,548945,6791762816,2021-01-30,2021-05-25,7789,hkKcZqIVpNznKcp,2653
G7901791,548945,6791762816,2021-03-07,2021-05-28,7404,nJZXNNzEYWaMQLa,2575
A1886601,548945,6791762816,2021-01-14,2021-02-08,6637,ixGbjCBmIQrvHDD,9452
A1410339,548945,6791762816,2021-03-20,2021-06-19,13000,EJTCGhCtnugDuaT,4676
A4434990,548945,6791762816,2021-01-12,2021-03-11,2738,nLfLVqVyWPfzyug,2422
B4966022,548945,6791762816,2021-03-24,2021-04-13,3662,DfUXHulGjrKrTjJ,8235
B5913524,548945,6791762816,2021-03-23,2021-03-25,9778,SlHwIfVPJzNjcSy,6755
G7370882,548945,6791762816,2021-03-09,2021-06-07,7655,QUCbLrasYsLYTkG,1363
A6961683,548945,6791762816,2021-03-26,2021-04-01,3055,nWSsqXOdEjEqdId,9076
G7063950,548945,6791762816,2021-01-20,2021-02-15,10296,zzjXaDxzbQkXQez,8919
A5621060,548945,6791762816,2021-02-20,2021-03-11,3603,MDiHWkFhwAAYCTI,2197
A6415966,548945,6791762816,2021-01-25,2021-04-30,4350,sSwIrHPCTJRERHD,3299
A2551913,548945,6791762816,2021-02-12,2021-04-11,8848,fejaAqYNHDlWdZK,2999
G5457420,548945,6791762816,2021-01-22,2021-04-13,4841,lZbqVFNRgxirENW,8198
A6428354,548945,6791762816,2021-01-24,2021-03-02,4312,UIRXiqVmnQJbRlM,6963
G2891400,548945,6791762816,2021-02-21,2021-06-10,6968,QRaKlJipedEBEUp,6090
G3073050,548945,6791762816,2021-03-11,2021-04-20,3443,kPsZOpfZIVzGyrC,4981
A6013716,548945,6791762816,2021-02-10,2021-05-25,4069,AfDHikwNRTIIZJQ,3134
G5139819,548945,6791762816,2021-01-13,2021-03-14,8814,ONAnTIrkuGMXBNi,4435
B3564420,548945,6791762816,2021-02-22,2021-06-22,1567,OIzMwvYionqGPNp,5424
G4491813,548945,6791762816,2021-03-10,2021-05-08,12179,qqhGNlQflISWWTw,1500
A1770488,548945,6791762816,2021-02-18,2021-03-23,13652,MzZyWDTDyjHQYbW,8126
B5575142,548945,6791762816,2021-02-10,2021-03-14,2677,HLGKNtYxFjpckpg,9626
A5043737,548945,6791762816,2021-01-18,2021-02-05,11580,BqsFbytValBtJsp,3606
B3964883,548945,6791762816,2021-03-22,2021-05-04,9056,SCijsxtYNNjMFwh,1501
A8733889,548945,6791762816,2021-03-16,2021-05-14,9317,pGJXxMvLzQYhAru,7540
B9514567,548945,6791762816,2021-03-13,2021-04-16,1842,kWPhTbPliSpmQSo,8397
B8499913,548945,6791762816,2021-01-14,2021-05-09,5798,sdUMuWcRcXZfUvA,1760
A3291582,548945,6791762816,2021-03-05,2021-06-14,1443,SvWZiZkAkRAIwMb,5327
G1374010,548945,6791762816,2021-01-13,2021-01-29,10841,pouMzBsNUutyhVN,6557
B6202750,548945,6791762816,2021-03-18,2021-04-28,5747,wmUvFJQmFTuzSNA,9786
B7359653,548945,6791762816,2021-02-25,2021-04-23,10884,CzNymMkeFrYDjYx,6452
B2557431,548945,6791762816,2021-03-27,2021-04-06,6947,AmrZxnQMWRXaGjl,4831
B3075199,548945,6791762816,2021-01-17,2021-04-17,7021,qJXIBAbmeuTCOhi,6966
A2817057,548945,6791762816,2021-02-02,2021-04-29,5589,oKEwOhRhWtMSqar,9211
A3136291,548945,6791762816,2021-03-25,2021-05-04,1439,wgPpDOKkPqTzify,5152
B1718019,548945,6791762816,2021-01-11,2021-04-03,5227,AUlESsjOZTmeRHr,6776
B4714054,548945,6791762816,2021-02-15,2021-04-24,10716,fMWocGVLTdfbtMi,3981
G4481698,548945,6791762816,2021-01-22,2021-04-05,11579,nChDChIdQeRVbhI,3173
A4683205,548945,6791762816,2021-02-04,2021-05-03,11806,oJUwIWEoCDguBzz,8767
B3694083,548945,6791762816,2021-02-02,2021-04-27,8905,fmEXxHWbawyepdm,1789
B8115574,548945,6791762816,2021-01-05,2021-02-15,9491,GXzKsPjsTvDeRoS,2589
A5874586,548945,6791762816,2021-02-24,2021-05-17,13750,dmgZmvfaEHFfPyn,8226
A0332502,548945,6791762816,2021-02-05,2021-03-11,2940,icJULzpuRArkHNM,4939
B1398988,548945,6791762816,2021-03-21,2021-04-30,12199,jYVTxQgJYpfGxsR,8072
G5224386,548945,6791762816,2021-02-22,2021-05-07,2861,RsfbKFltBEPsKuV,3308
A3773724,548945,6791762816,2021-03-04,2021-06-09,6084,yUMWwHqbkEAmDvu,6128
B4689731,548945,6791762816,2021-03-06,2021-05-30,4811,xhhwUOvfEAtzxwx,9897
B9013285,548945,6791762816,2021-03-13,2021-06-16,3423,toCuwbDZlRmJBKK,2530
G7855465,548945,6791762816,2021-02-01,2021-02-07,12683,eyNLODtTUtzEeEC,8792
A5998822,548945,6791762816,2021-01-10,2021-04-21,2323,BxtSiDBHPhQSCmu,3995
B8607801,548945,6791762816,2021-03-01,2021-05-20,13007,GQXYZpTElSCHaPD,8708
B4427633,548945,6791762816,2021-03-14,2021-07-08,6956,yMfNCgMKFPPWjqd,5380
B6131147,548945,6791762816,2021-03-15,2021-05-19,10611,OjFjyGUJuFvbtYP,5529
A1905231,548945,6791762816,2021-02-18,2021-02-25,9606,jhtvtDjiaBXCnGd,9901
A6086044,548945,6791762816,2021-01-20,2021-05-03,3360,oCwMHDRzqsotxnW,9049
B8161250,548945,6791762816,2021-01-02,2021-04-10,10503,EZpTcrBJehYfhQy,7118
A2055851,548945,6791762816,2021-01-12,2021-02-14,5045,IUPfqXRUlPveoIl,5243
A5655431,548945,6791762816,2021-02-22,2021-04-19,1961,YJCHRHFxjDbpWPm,6442
B7645611,548945,6791762816,2021-03-07,2021-03-24,2557,cxZOkbpIehBXWTn,4272
A2319928,548945,6791762816,2021-02-01,2021-04-21,10761,nqpajqjhkXSWXTK,7848
B2440522,548945,6791762816,2021-03-16,2021-04-17,1863,CtWyPysRbdZQosC,9603
G4940420,548945,6791762816,2021-02-03,2021-02-28,9901,YpKBJlovktHclZE,5762
B6718529,548945,6791762816,2021-03-13,2021-05-17,4113,EzBdrbfbSWuFdTk,1421
A8229614,548945,6791762816,2021-03-07,2021-04-25,13923,JMQKoaMSbMIaOuV,4130
G5955905,548945,6791762816,2021-01-07,2021-04-07,1541,tjyMXhxDRwRBpMs,5258
G6495376,548945,6791762816,2021-01-10,2021-03-29,6259,UWDvQkCdMSAvvtP,3995
B2180174,548945,6791762816,2021-02-25,2021-05-03,6440,bZifDGJZOquzTeZ,1539
B5973519,548945,6791762816,2021-01-16,2021-04-06,13316,ZNPaOEkUKQrijvG,7399
G8664473,548945,6791762816,2021-01-07,2021-03-07,6252,HYTfmSNUBaliPGn,8113
A3063385,548945,6791762816,2021-02-08,2021-04-08,10062,ckGuFbvPnvQBLxi,9346
A4150882,548945,6791762816,2021-02-18,2021-05-07,10309,onAMNjGJapwkAXq,4538
B5768045,548945,6791762816,2021-01-19,2021-04-25,3008,wIsSiVakCPBFwYL,3122
B0052813,548945,6791762816,2021-03-05,2021-03-20,10604,dswFfUCVWuCkUsS,7461
B6649613,548945,6791762816,2021-02-01,2021-05-28,7534,MDtqeOjKiXHmPxt,5801
A5741831,548945,6791762816,2021-03-26,2021-07-22,3831,cKkAjMpsjYdJSfk,8697
G4679172,548945,6791762816,2021-02-23,2021-05-29,13164,ZnTgXGIkVGJSBdk,3971
B2487510,548945,6791762816,2021-03-30,2021-06-30,5362,rcPPKrkgEmCshox,4895
B8607801,548945,6791762816,2021-01-10,2021-04-11,1720,uUWEafzgrZvcVWr,5793
B2952950,548945,6791762816,2021-02-15,2021-05-08,5966,SaJewWziCxklCRC,7469
G6937885,548945,6791762816,2021-01-12,2021-04-19,1586,ptRfjNnsqrnAStN,7634
G0071894,548945,6791762816,2021-01-04,2021-03-28,7582,DIxsBDdzvClecwX,1754
A8423433,548945,6791762816,2021-01-17,2021-02-16,2766,jigxvFHDtcgqQSV,4920
G0444524,548945,6791762816,2021-02-08,2021-03-09,7911,aRXTkXoyiCnmkoL,8106
G7540521,548945,6791762816,2021-02-25,2021-03-11,6106,RFfilPbkmyVMsXb,8355
G9308633,548945,6791762816,2021-03-05,2021-04-18,3305,lBVnfQqmHPDzoay,8137
A3811402,548945,6791762816,2021-03-26,2021-04-12,13914,uvhBmesGjyrswHT,9070
B7812753,548945,6791762816,2021-02-24,2021-05-08,10845,pUjchvYdEUDNEsj,8302
B8323881,548945,6791762816,2021-03-24,2021-06-04,14731,WLVnXAnuEjooFCE,1253
G2689516,548945,6791762816,2021-03-08,2021-07-03,12696,lTvfJcVfoBsDsvs,9564
A6829715,548945,6791762816,2021-01-08,2021-04-07,12619,uHYFFRzaNvNyoUB,9064
B3467007,548945,6791762816,2021-01-16,2021-04-09,7993,neowoqqFTwTrJUN,3507
G4542773,548945,6791762816,2021-01-12,2021-04-25,12992,KCIeKnDLzSApZuF,2434
A1986826,548945,6791762816,2021-03-12,2021-03-18,14180,ZsfvGVWGYVnSPih,7296
G3254904,548945,6791762816,2021-03-04,2021-04-30,6894,saoJheROsGnLIxn,6070
G0011274,548945,6791762816,2021-02-25,2021-03-18,12766,jChSqiEuihDYtOy,5859
A4689423,548945,6791762816,2021-03-15,2021-06-02,10302,vQEFOqHRInseSIp,1617
G4440096,548945,6791762816,2021-02-10,2021-05-17,10072,ISXpZgmFUgLQAqv,1581
G3252249,548945,6791762816,2021-01-01,2021-03-08,14842,YvdQHJtjDgKpSei,6458
G8328152,548945,6791762816,2021-03-07,2021-06-19,10203,LEKnjWLgtHBPZEn,1515
G4791274,548945,6791762816,2021-01-28,2021-03-10,1697,FWQZpsCSknWVZKY,6739
G0239691,548945,6791762816,2021-01-10,2021-02-18,7444,TKvaskKwKCNQSiG,7824
A2817762,548945,6791762816,2021-03-08,2021-05-25,5308,LjdQNQvKZBgcrcy,6215
B8664688,548945,6791762816,2021-01-06,2021-02-18,3398,XGPEeZQSCPCbpQP,1057
A6683627,548945,6791762816,2021-01-06,2021-04-08,13530,ChTqIvQIDcRDQlg,4567
B8266860,548945,6791762816,2021-02-27,2021-04-01,9914,bjRNkzefRnnCHfl,7835
A6606976,548945,6791762816,2021-02-16,2021-05-03,2832,zRNEfMwXOtJqLUn,3890
A4670059,548945,6791762816,2021-01-03,2021-04-19,6293,twPOBxxdpOiBiCw,2863
G8328152,548945,6791762816,2021-01-03,2021-04-22,1290,JtvBmQOKmUXnGdU,3085
A0745779,548945,6791762816,2021-01-28,2021-01-30,12716,FJdOppwpGYhBnyo,5654
B7543041,548945,6791762816,2021-01-03,2021-03-03,6500,xGHgfAebIoDwkkZ,7663
G9013617,548945,6791762816,2021-01-06,2021-03-06,11109,HOXvYORHruoQBcG,4274
B3203716,548945,6791762816,2021-02-05,2021-02-14,5776,JIztJwfKzIvUYAu,3665
G3929920,548945,6791762816,2021-03-17,2021-04-11,13296,tWNoRSlxxzEYzAg,9802
G9847061,548945,6791762816,2021-03-05,2021-03-26,11708,oAfXVNjPFJHZakX,6456
A2058856,548945,6791762816,2021-01-24,2021-05-18,7082,MwDaLNuGhyrQBBA,4928
A5818838,548945,6791762816,2021-01-27,2021-05-27,1246,hQRZpoMaUbtRpWl,5749
A0125414,548945,6791762816,2021-03-24,2021-05-20,11568,qGYBGTPmmXzfPpu,1843
A6789735,548945,6791762816,2021-02-01,2021-03-07,1448,AOsnsoGYzwxewIn,3041
B8483341,548945,6791762816,2021-03-29,2021-04-04,10678,GreLyMgqOFrweXB,9094
B8287797,548945,6791762816,2021-03-28,2021-05-14,1355,QqpaZgIdabvDgok,4998
G1098222,548945,6791762816,2021-02-08,2021-04-19,4152,lIuXhTcpdtJzeXW,7749
G9864550,548945,6791762816,2021-02-09,2021-03-30,6027,hNDQEsXvnWrrnwz,6742
A9895241,548945,6791762816,2021-03-28,2021-05-17,4603,NgROJbNkLiSPdOK,6549
B1110906,548945,6791762816,2021-03-03,2021-05-12,12969,bBClSRZYmOWIgBm,2898
G0287019,548945,6791762816,2021-01-09,2021-03-23,7869,XCaeGgXgBlXRzvq,3083
B6705393,548945,6791762816,2021-02-16,2021-02-17,11911,vDYCaOhtCwCpObE,2823
A5104730,548945,6791762816,2021-01-27,2021-04-07,6168,FsAEqPqsfdORVOn,9988
G8493085,548945,6791762816,2021-01-02,2021-03-24,13463,HWFkAYkiUeNiOyv,5272
B8332342,548945,6791762816,2021-02-06,2021-05-15,11245,SvdtsZdTWoPgHny,5616
B5276527,548945,6791762816,2021-01-10,2021-01-29,8596,dBnxPXlguQswkhU,4305
A3198392,548945,6791762816,2021-02-14,2021-02-24,1550,YuArsfChLSNFXmZ,2084
G2188051,548945,6791762816,2021-01-30,2021-03-06,4058,cXOyRAqAENmRbgi,2518
B7949442,548945,6791762816,2021-03-20,2021-07-01,5362,yvNtTqEVhvpFTPg,1219
B7460645,548945,6791762816,2021-03-21,2021-03-26,3827,POVYByqpCvYOvjX,2682
G3036045,548945,6791762816,2021-02-11,2021-05-04,7985,xAMXKmHVpgmvAdi,6898
A7154044,548945,6791762816,2021-02-27,2021-05-05,4336,FbCBDXaRraEqYmA,5566
B3513494,548945,6791762816,2021-02-04,2021-06-01,12565,XlpbJjdayhFLPtN,6571
B6685079,548945,6791762816,2021-01-14,2021-04-20,1234,sJsQwmixgVxDpKe,3581
B1950367,548945,6791762816,2021-01-01,2021-02-22,5110,xxBsLyQfSsVTALc,2597
A2467420,548945,6791762816,2021-01-29,2021-02-03,6767,ovVsxZjOKJsFfZY,5094
G7733973,548945,6791762816,2021-02-26,2021-04-10,4709,SOMNcXowNQosYQj,7188
A6927083,548945,6791762816,2021-03-18,2021-05-27,1876,JKIrmHWarjlHtFS,2185
G1247492,548945,6791762816,2021-02-20,2021-04-03,8680,MnxsbCGaIyjIwhV,5654
A9318965,548945,6791762816,2021-03-04,2021-03-28,7207,lcPDhEwJfTIvzOG,5761
A0287224,548945,6791762816,2021-02-18,2021-04-27,9589,ozOxUURHEjmviIh,9380
G6448869,548945,6791762816,2021-01-07,2021-02-22,11471,QYvjZIWFtGcVcxc,4569
B1821096,548945,6791762816,2021-02-21,2021-06-04,4335,kpdNueRhNPUuPeB,4700
A2335781,548945,6791762816,2021-02-07,2021-04-15,13416,nEMFsQlzpviTUNO,4288
B5160211,548945,6791762816,2021-01-31,2021-03-15,1157,EwvdKodHKpHRjah,6135
B2200384,548945,6791762816,2021-02-01,2021-03-30,2266,OUmmewekTsuSezV,7764
A2467700,548945,6791762816,2021-02-06,2021-04-11,14340,qtOSECseSHhJfBx,1804
A5496575,548945,6791762816,2021-03-13,2021-04-20,10225,YQwURuGkhdYNcWi,2186
B2203608,548945,6791762816,2021-03-09,2021-05-15,11354,yQlqaaHhpxHBhSB,1419
B5768045,548945,6791762816,2021-01-13,2021-02-13,4782,ergKNDblSlXZCxu,7718
A5773467,548945,6791762816,2021-01-08,2021-02-26,11420,xMZvCfOKVAMNSYp,2626
A8598495,548945,6791762816,2021-03-10,2021-06-16,1303,aBuNZTcGvstQrPQ,3009
B1199554,548945,6791762816,2021-01-31,2021-04-21,5832,DKiBWQvZMRPbCOQ,8270
A7913620,548945,6791762816,2021-01-14,2021-03-20,7713,gACDCQdQNMjhkjB,6809
A5383433,548945,6791762816,2021-02-27,2021-05-23,7394,vuRbyzeMqXIACUx,4736
A1905231,548945,6791762816,2021-03-03,2021-03-24,3313,hREJyHKdYGgvFMa,7769
B1869398,548945,6791762816,2021-01-27,2021-03-03,13848,OETKPnrMxalCjLf,7580
A9480161,548945,6791762816,2021-01-06,2021-01-28,10975,BaefPYRvbkeoQdi,1710
B6571441,548945,6791762816,2021-01-29,2021-05-19,9954,lfOmtJkKgCwKvLO,5111
A5302154,548945,6791762816,2021-01-25,2021-04-13,8489,tyWsCtqAfiWsWai,4548
A9188725,548945,6791762816,2021-03-11,2021-06-06,2265,buBnDbpFUhBSLoA,9160
A3219642,548945,6791762816,2021-01-06,2021-02-18,12638,olUtvpUMWNFWakx,7097
G6225577,548945,6791762816,2021-02-02,2021-03-31,2501,TiYGkxPrINFTqSP,1925
G1093724,548945,6791762816,2021-01-09,2021-04-20,3730,lpcNsVxGUAjtnXV,3362
G3422809,548945,6791762816,2021-02-26,2021-03-02,10000,YvgUUuCMhiwgIyW,2974
G6170414,548945,6791762816,2021-01-21,2021-03-10,5229,BHeoyRXuXNYxRfT,2516
A6265640,548945,6791762816,2021-01-28,2021-03-04,1754,OnxIjqfnOoaYcrD,6011
G9422754,548945,6791762816,2021-03-15,2021-05-13,4176,CtSKVuGUTFgNdST,2985
B3601543,548945,6791762816,2021-01-19,2021-04-03,3807,ORwqtgKWAheDHLx,8671
G5260472,548945,6791762816,2021-03-04,2021-03-16,1881,hEEfzpTLbeNktxP,1280
G0071894,548945,6791762816,2021-02-01,2021-05-26,14582,prqwJDLYLcOIHGs,8712
B1187674,548945,6791762816,2021-01-09,2021-02-19,9165,xubtkYyPYZIDmkI,8387
G6101257,548945,6791762816,2021-03-11,2021-03-17,14911,SNUMYTfhAyGyikX,9123
B8499139,548945,6791762816,2021-02-19,2021-03-03,2424,ijNLkFFdDMbQrbu,6235
B2739238,548945,6791762816,2021-01-01,2021-04-24,7588,cyUTEimzbVPbcnC,2693
A6028531,548945,6791762816,2021-02-06,2021-02-10,3442,TdzxfMnRwFePZZt,7076
A4639087,548945,6791762816,2021-01-10,2021-03-01,1313,YLxgzXbjYTASIyS,7928
B8649662,548945,6791762816,2021-03-08,2021-03-11,1613,slcdVNsXOWMVLOb,3856
G2286434,548945,6791762816,2021-02-11,2021-03-19,2518,jgSAtiikwhKwhIo,4901
G8760048,548945,6791762816,2021-01-17,2021-03-14,1710,xmHDMGujOsEShQc,9959
A1492730,548945,6791762816,2021-03-11,2021-05-13,10377,OaCiljTBAXQmWOL,7681
B9251293,548945,6791762816,2021-01-23,2021-04-28,11384,gwngYFWFJJvUVaN,5755
G9219487,548945,6791762816,2021-02-28,2021-05-28,12253,PAaBLyxeIaVaNpK,2555
B2668006,548945,6791762816,2021-02-17,2021-04-10,11552,SLAAwFpQuEweCnX,3642
B5973519,548945,6791762816,2021-03-06,2021-05-14,11708,nhpDMlrYwDldXEo,8577
G8922110,548945,6791762816,2021-03-20,2021-06-14,14203,KjIRjBJpkAmIGPn,2477
G0480537,548945,6791762816,2021-01-15,2021-03-29,3094,JrgEULOGQCqPKrz,7339
